external_mode,n_workers,seed,strategy,mean_barrier_ms,p95_barrier_ms,mean_decode_ms,mean_extra_compute,mean_rows_after_decode,decode_success_rate,mean_dispatch_ms,mean_cancel_ms,method,source,artifact,uses_first_decode_features,notes
k3s,24,37,sparse_flexible_static,15.278007125033314,17.115435149980822,7.936874000023361,2.3314964657738093,9.0,1.0,0.6187298750432375,5.728509125020724,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,24,37,original_sfcl_static,14.993830000037127,16.12934985007536,7.9119125000488,2.272065662202381,9.5,1.0,0.6388056249590625,5.621674625018562,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,24,37,worker_aware_sparse_flexible,15.711201124986426,17.46931274991536,8.291430625007425,2.6025390625,9.125,1.0,0.7033920000196375,5.7368298749906375,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,24,37,rank_aware_sparse_flexible,17.62652249996671,27.000634100113462,7.895403125019074,2.2423502604166665,10.125,1.0,0.65528675003175,7.8195795000510495,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,24,37,deadline_aware_sparse_flexible,15.313125750054676,16.80720900004639,7.818273250023787,2.2114025297619047,9.25,1.0,0.7272111249960376,5.764607750023687,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,24,37,system_portfolio,12.520682000030051,13.391083899989544,8.09584637502775,1.0,0.0,1.0,0.7302092500082874,4.353397749980525,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,24,37,guarded_system_portfolio,12.641391874978975,13.315940699897006,8.195637625021801,1.0,0.0,1.0,0.7361041249964249,4.369798374966599,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,24,37,online_counter_guard_rank_aware_sparse_flexible,15.497855374945813,17.149062999919785,8.058169624973688,2.439848400297619,8.5,1.0,0.6220401249663124,5.794644625012725,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
k3s,24,37,online_counter_guard_deadline_aware_sparse_flexible,15.987140750041776,17.611088850060234,8.242732124983762,2.486328125,9.125,1.0,0.5805688750512624,5.794212250009387,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,24,37,rltune_style_selector,12.788438999990552,14.397644699988554,7.592245374951237,1.2039388020833333,2.75,1.0,0.8873147500593624,4.6282884999868,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,24,37,sailor_style_heterogeneity_aware,12.572300124901364,13.34078609986584,8.161283374931763,1.0,0.0,1.0,0.8163286249213625,4.334718125050988,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,24,43,speed_aware_uncoded,12.615732624993775,13.613824549997783,8.177201749987214,1.0,0.0,1.0,0.8382104999781875,4.362793750033175,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
k3s,24,43,speculative_replication,13.591180000076937,14.813663200084155,7.293055500070925,1.5444800967261902,4.125,1.0,0.8392050000338375,5.032821500009237,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,24,43,sparse_flexible_static,15.639569124999712,16.48534034999327,7.653243999982288,2.174060639880952,9.5,1.0,0.6270124999900499,5.7703812499596,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,24,43,original_sfcl_static,15.311248000017438,16.64092620004565,7.701285000024375,2.219959077380952,9.625,1.0,0.57588487499055,5.596686624954775,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,24,43,worker_aware_sparse_flexible,16.245466500009762,18.00580060006494,8.530920250024074,2.886462983630952,8.375,1.0,0.600433875007375,5.603897749949712,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,24,43,rank_aware_sparse_flexible,17.87612374999976,27.281214500055697,7.940661500015187,2.3608630952380953,10.875,1.0,0.6571556249922875,7.813186624986149,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
