external_mode,n_workers,seed,strategy,actual_barrier_ms,no_straggler_barrier_ms,cancel_free_barrier_ms,fastest_safe_barrier_ms,removable_tail_fraction,dominant_bottleneck,method,source,artifact,uses_first_decode_features,notes
k3s,16,31,rltune_style_selector,10.342427375036287,5.123159178176226,7.276041125038512,6.953363687529119,0.32789080914807667,cancel,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,16,31,sailor_style_heterogeneity_aware,9.4976682499634,5.508801351556562,7.225815749933299,7.225815749933299,0.23977132687497124,cancel,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,16,37,speed_aware_uncoded,9.382016874951624,5.3422764175238475,6.969612249946425,6.969612249946425,0.25713406711044623,cancel,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
k3s,16,37,speculative_replication,9.771980124980862,5.005345996476816,6.625942124998038,6.574187062469051,0.32741172202113505,cancel,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,16,37,sparse_flexible_static,14.351882375052536,7.5380804621407425,10.657092500082411,10.073848500056181,0.2999572842506206,cancel,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,16,37,original_sfcl_static,14.583175124982924,7.498041658217171,10.977743499950062,10.248024562486012,0.29892354302202,cancel,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,16,37,worker_aware_sparse_flexible,14.929615749991811,7.6690494085619285,11.37309262497865,10.524451249935343,0.2962700336571672,cancel,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,16,37,rank_aware_sparse_flexible,13.634445500031187,6.560955317984311,9.961005750085413,9.133247125077961,0.3302068718265414,cancel,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,16,37,deadline_aware_sparse_flexible,15.716756375041937,6.6848978871172555,10.027434250076787,9.238870625026106,0.3775949153701003,cancel,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,16,37,system_portfolio,10.921794375008137,5.796928504689928,7.9344598749741495,7.697314937487856,0.29129955065424634,cancel,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,16,37,guarded_system_portfolio,12.3172316249906,6.3262829644677,9.173622499957851,8.621127874988524,0.29690242867493655,cancel,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,16,37,online_counter_guard_rank_aware_sparse_flexible,14.224292124993063,7.226433465607275,10.735758000009836,9.917765187495288,0.303883258662501,cancel,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
k3s,16,37,online_counter_guard_deadline_aware_sparse_flexible,14.108026374998362,7.257810046085327,10.551737375010324,9.902103187499645,0.29933298869543323,cancel,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,16,37,rltune_style_selector,9.49154900001755,5.094245368327552,6.6311909999967,6.611551874968238,0.30314683919279106,cancel,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,16,37,sailor_style_heterogeneity_aware,9.202207625037275,5.200278850801844,6.799126999965138,6.799126999965138,0.2613438706496909,cancel,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,16,43,speed_aware_uncoded,10.144491875053037,5.850799642199931,7.447736125015938,7.447736125015938,0.2667248147590181,cancel,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
k3s,16,43,speculative_replication,10.95774787498265,5.27134317730869,7.779170374931225,7.270967874958881,0.33577122178191104,cancel,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,16,43,sparse_flexible_static,15.184206250040626,7.997490415305334,11.630718625013962,10.823143500047594,0.28973129575497236,cancel,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,16,43,original_sfcl_static,14.7793014999706,7.995844896518231,11.268400374916625,10.706975249959731,0.2784131512317141,cancel,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,16,43,worker_aware_sparse_flexible,14.733415249992238,7.435128677703371,11.168426749975438,10.285808624971038,0.30225060213181615,cancel,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,16,43,rank_aware_sparse_flexible,14.51282299998975,7.265737623074156,10.848451624980264,10.024337500013244,0.3102224539925201,cancel,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,16,43,deadline_aware_sparse_flexible,16.36390974996965,7.331363823046974,10.857159624976013,10.055671562483287,0.34649200365920446,cancel,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,16,43,system_portfolio,9.675297375025563,5.637870833189536,7.37996912496885,7.37996912496885,0.2366647614129491,cancel,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,16,43,guarded_system_portfolio,9.479456375004187,5.523394914434786,7.079734374997212,7.079734374997212,0.25401931124801524,cancel,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,16,43,online_counter_guard_rank_aware_sparse_flexible,14.225060499995788,7.650626031231373,10.681610250003338,10.157059874984437,0.2877502755537033,cancel,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
k3s,16,43,online_counter_guard_deadline_aware_sparse_flexible,14.781354250004561,7.762597927726091,11.211076250020849,10.517504687498981,0.289917951107471,cancel,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,16,43,rltune_style_selector,9.7204392500316,5.305053339452439,7.0312605000991875,6.9785176875853,0.28163924949922986,cancel,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,16,43,sailor_style_heterogeneity_aware,9.8809741249681,5.788501961328729,7.43701362497965,7.43701362497965,0.24781110802407913,cancel,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,16,53,speed_aware_uncoded,9.620535750030912,5.652436001145461,7.426229749938701,7.426229749938701,0.22784386128567635,cancel,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
k3s,16,53,speculative_replication,9.985426499980525,4.89682715156243,6.941308500046225,6.7259323125341,0.3249568287989215,cancel,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,16,53,sparse_flexible_static,14.410009124986763,7.162914298830936,10.808226875013824,9.948061750009124,0.3100603173403251,cancel,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,16,53,original_sfcl_static,14.629030999998312,7.1593129366462875,11.089135500014901,10.035998312460444,0.3145601001850655,cancel,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,16,53,worker_aware_sparse_flexible,14.590464000036663,7.481281429731493,10.928726374970651,10.221354812486474,0.3002759637813497,cancel,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,16,53,rank_aware_sparse_flexible,14.204873625004625,6.869175065605812,10.540912250036175,9.612807187494319,0.3241315561926793,cancel,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,16,53,deadline_aware_sparse_flexible,16.1266011249665,6.918052387893295,10.5173457499461,9.634213562463806,0.3671405382097065,cancel,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,16,53,system_portfolio,10.37427625004735,5.867146682858992,7.87772025009295,7.750408187575793,0.2514636163863372,cancel,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,16,53,guarded_system_portfolio,9.971238624984787,5.6279442644681295,7.60844287506745,7.467131000055243,0.24895720202516136,cancel,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,16,53,online_counter_guard_rank_aware_sparse_flexible,14.267534625020025,7.037949680905742,10.6221350000908,9.766039437593532,0.31634833428421294,cancel,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
k3s,16,53,online_counter_guard_deadline_aware_sparse_flexible,13.909438375009074,6.913312976956334,10.313374749983938,9.550097062515244,0.3145050999601047,cancel,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,16,53,rltune_style_selector,9.579203624980375,5.088656504276598,6.7937788749929,6.743328624992163,0.2963615668203233,cancel,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,16,53,sailor_style_heterogeneity_aware,9.491816000007663,5.468111516774471,7.103905874998775,7.103905874998775,0.25144735760475423,cancel,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,16,7,speed_aware_uncoded,9.600762874981625,5.602991346085284,7.27748299999565,7.27748299999565,0.2418082996812507,cancel,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
k3s,16,7,speculative_replication,10.521205374999413,5.092914571068577,7.436707124952575,7.065902312476119,0.3274214437770739,cancel,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,16,7,sparse_flexible_static,14.439883625016062,7.200824698029565,10.772372875010188,9.895867187495293,0.31593182662675034,cancel,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,16,7,original_sfcl_static,14.457897749963388,7.1636096292949825,10.751537249888088,9.873126249928488,0.3183381430606105,cancel,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,16,7,worker_aware_sparse_flexible,14.399164249965626,7.2958013593589905,10.7670992499891,10.015112999965911,0.30555413035359424,cancel,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,16,7,rank_aware_sparse_flexible,14.223790750037274,7.038770026595695,10.650202125049175,9.783375625033782,0.31254179081160127,cancel,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,16,7,deadline_aware_sparse_flexible,16.435523124954386,6.900579437843446,10.70851400001515,9.742646124962512,0.3679558136803337,cancel,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,16,7,system_portfolio,10.156891500002938,5.727440019517224,7.642841125004837,7.518556000007869,0.2559916057865187,cancel,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,16,7,guarded_system_portfolio,11.3239918750025,6.115823968372911,8.443844000055313,8.109383500055769,0.2767131596269772,cancel,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,16,7,online_counter_guard_rank_aware_sparse_flexible,14.288462375020526,7.118115557394977,10.553850375004012,9.81308981249635,0.31417598191242396,cancel,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
k3s,16,7,online_counter_guard_deadline_aware_sparse_flexible,14.614083499992574,7.331225398050614,10.8079427500343,10.075168562522638,0.3116146101249,cancel,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,16,7,rltune_style_selector,10.233200124957813,5.213590197250592,7.272772124935,7.0537837499386375,0.3086250089140563,cancel,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,16,7,sailor_style_heterogeneity_aware,9.38974862501135,5.431887976171597,7.05010250004525,7.05010250004525,0.24910583915931114,cancel,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,24,11,speed_aware_uncoded,12.682658499954824,7.030057203095167,9.043648499897387,9.043648499897387,0.28729022967472473,cancel,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
k3s,24,11,speculative_replication,14.304959250040337,6.256118344525021,9.347450125034124,8.69847462502088,0.39211237874945953,cancel,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,24,11,sparse_flexible_static,15.392451375021164,6.407670329621562,9.73170587502635,8.964991874989838,0.4182424419910348,cancel,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,24,11,original_sfcl_static,15.068678375001763,6.331746646086561,9.374220875031364,8.799943124998268,0.41614930927807037,cancel,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,24,11,worker_aware_sparse_flexible,15.479572249972712,6.7170417695034565,9.68618387491915,9.099080374951939,0.4121164570407122,cancel,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,24,11,rank_aware_sparse_flexible,17.7564228750668,6.624525725001492,9.921939125035813,9.228266312547312,0.44718457712557713,cancel,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,24,11,deadline_aware_sparse_flexible,15.3512925000427,6.566130417200654,9.544705750101901,8.958969812581975,0.41644061495183676,cancel,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,24,11,system_portfolio,12.434504124968212,6.838983967969925,8.968984000034538,8.968984000034538,0.2785847103120231,cancel,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,24,11,guarded_system_portfolio,12.52695812496535,6.927298980469975,9.002950249992999,9.002950249992999,0.28138398249983826,cancel,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,24,11,online_counter_guard_rank_aware_sparse_flexible,15.106624625047925,6.42788084923658,9.486177875089663,8.861050062549182,0.41443265055696915,cancel,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
