strategy,mean_decode_latency,p95_decode_latency,mean_barrier_latency,p95_barrier_latency,final_loss,total_decode_wall_clock,total_barrier_wall_clock,decode_success_rate,mean_scheduler_seconds,mean_decode_cpu_seconds,mean_worker_compute_cpu_seconds,mean_extra_compute,mean_selected_rows,mean_completed_rows,mean_cancelled_rows,second_layer_rate,decode_latency_improvement_vs_sparse_flexible,p95_decode_latency_improvement_vs_sparse_flexible,barrier_latency_improvement_vs_sparse_flexible,mean_dispatch_seconds,mean_cancel_seconds,mean_network_response_mb,mean_network_response_sleep_seconds,mean_worker_errors,mean_worker_recoveries,mean_reissued_rows
original_sfcl_static,0.040706937506911345,0.05427591994521208,0.08332221250748262,0.12082008000579661,0.02818249014297335,0.32565550005529076,0.666577700059861,1.0,0.0005636999994749203,0.001453387551009655,0.028825800065533258,3.028715587797619,10.875,35.375,12.625,0.75,0.0,0.0,0.0,0.006288437522016466,0.041449450014624745,0.088296,0.10895047199999996,0.0,0.0,0.0
rltune_style_selector,0.07146554997598287,0.08804621993913316,0.14091791248938534,0.18426161999232132,0.02818249014297335,0.5717243998078629,1.1273432999150828,1.0,0.009099187547690235,0.001011062486213632,0.012554237633594312,1.3912527901785714,8.875,19.875,0.125,0.25,-0.7556110666357359,-0.6221967315894403,-0.6912406457849453,0.008135750045767054,0.06894098747579847,0.049608,0.061212456,0.0,0.0,0.0
sailor_style_heterogeneity_aware,0.03711873746942729,0.0458501199958846,0.06521282500762027,0.08288583001703954,0.02818249014297335,0.2969498997554183,0.5217026000609621,1.0,0.0038784875068813562,0.0011273875861661509,0.004230075035593472,1.0,8.0,8.0,0.0,0.0,0.0881471379878391,0.15524011307100397,0.2173416542225888,0.0052540750039042905,0.027759237520513125,0.019968,0.024638976000000003,0.0,0.0,0.0
guarded_system_portfolio,0.03093853747122921,0.03795585993211716,0.05707964996690862,0.0723363299272023,0.02818249014297335,0.24750829976983368,0.45663719973526895,1.0,0.0033879874972626567,0.0009482374443905428,0.003477662554359995,1.0,8.0,8.0,0.0,0.0,0.23996892505174644,0.30068693500854393,0.31495278090722,0.005210187489865348,0.02586016248096712,0.019968,0.024638976000000003,0.0,0.0,0.0
online_counter_guard_deadline_aware_sparse_flexible,0.029381912521785125,0.032928010023897517,0.05134218750754371,0.060627670004032554,0.02818249014297335,0.235055300174281,0.4107375000603497,1.0,0.0016630749887553975,0.0006830625352449715,0.015023774831206538,2.5947730654761907,9.875,29.5,18.5,0.25,0.27820872015251513,0.393321936189453,0.38381151961209614,0.004282150024664588,0.02087112503068056,0.073632,0.09085622399999996,0.0,0.0,0.0
