iteration,strategy,config,dataset,scenario,alignment_mode,density,n_workers,n_shards,n_samples,n_features,decode_latency,barrier_latency,decode_wall_clock,barrier_wall_clock,loss,decode_success,decode_residual,decode_cpu_seconds,scheduler_seconds,dispatch_seconds,cancel_seconds,network_response_bytes,network_response_sleep_seconds,worker_compute_cpu_seconds,selected_rows,completed_rows,cancelled_rows,rows_after_decode,worker_errors,worker_recoveries,reissued_rows,extra_compute,second_layer_used,slow_workers,mean_worker_speed
0,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.01826840010471642,0.045296700089238584,0.01826840010471642,0.045296700089238584,0.028663140005633636,True,1.217454592664719e-15,0.00039400020614266396,0.0010970999719575047,0.003981999936513603,0.02683660003822297,37440,0.046198079999999996,0.005866800085641444,8,15,17,7,0,0,0,2.0052083333333335,False,4,0.949305074363449
1,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.01738350000232458,0.04605879995506257,0.035651900107041,0.09135550004430115,0.02859377277293419,True,8.044330061068548e-16,0.00023330003023147583,3.0399998649954796e-05,0.0039814000483602285,0.028483600006438792,34944,0.043118208,0.00429909978993237,7,14,18,7,0,0,0,1.7514880952380953,False,4,0.9197290983896701
2,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.020961600006558,0.04810030001681298,0.056613500113599,0.13945580006111413,0.028524641317288556,True,6.353541660708338e-16,0.0009448002092540264,2.880010288208723e-05,0.0062651000916957855,0.024946699966676533,52416,0.06467731199999999,0.0069022998213768005,11,21,11,10,0,0,0,2.7544642857142856,False,4,0.8721700281620971
3,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.01739389996509999,0.04391150001902133,0.07400740007869899,0.18336730008013546,0.02845574476226045,True,3.5975337699988616e-16,0.0008259002352133393,3.1400006264448166e-05,0.004400700097903609,0.026337699964642525,32448,0.040038336,0.004121799604035914,9,13,19,4,0,0,0,2.234188988095238,False,4,0.8189935249758277
4,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.033621300011873245,0.04040090006310493,0.10762870009057224,0.2237682001432404,0.028387082234947802,True,1.1504342909453404e-15,0.0004140000091865659,2.759997732937336e-05,0.0039935000240802765,0.006329499999992549,37440,0.046198079999999996,0.006037399987690151,9,15,17,6,0,0,0,2.513764880952381,True,7,0.5964932499731413
5,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.0244807000271976,0.03446670004632324,0.13210940011776984,0.25823490018956363,0.028318652865967384,True,1.1389935954777102e-15,0.00040430016815662384,2.559996210038662e-05,0.004218999994918704,0.007339800009503961,37440,0.046198079999999996,0.005005900049582124,7,15,17,8,0,0,0,1.7414434523809523,False,7,0.668681559659146
6,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.018828800064511597,0.0508840000256896,0.15093820018228143,0.30911890021525323,0.028250455789439636,True,7.721838581466775e-16,0.0006376998499035835,2.9699993319809437e-05,0.003762700012885034,0.029216399998404086,29952,0.036958464,0.004177300143055618,8,12,20,4,0,0,0,1.9834449404761905,False,7,0.5861468935681824
7,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.031558900023810565,0.05921989993657917,0.182497100206092,0.3683388001518324,0.02818249014297335,True,8.491573300505515e-16,0.00061520014423877,3.7400051951408386e-05,0.004525199998170137,0.027305600000545382,37440,0.046198079999999996,0.006972099770791829,10,15,17,5,0,0,0,2.8420758928571423,True,7,0.6066185374517472
0,rltune_style_selector,rltune-style-spec:speculative-replicas:pred_barrier=0.0042:pred_prefix=8,synthetic,phase,none,0.014,16,8,1600,240,0.029145599924959242,0.05726209993008524,0.029145599924959242,0.05726209993008524,0.028663140005633636,True,1.570092458683775e-16,0.0005601998418569565,0.003123000031337142,0.004195599933154881,0.027827900019474328,39936,0.04927795199999999,0.005626899655908346,10,16,0,6,0,0,0,1.2485119047619047,False,4,0.949305074363449
1,rltune_style_selector,rltune-style-speed:speed-aware-identity:pred_barrier=0.0127:pred_prefix=8,synthetic,phase,none,0.014,16,8,1600,240,0.0357535999501124,0.058126899995841086,0.06489919987507164,0.11538899992592633,0.02859377277293419,True,0.0,0.0007689001504331827,0.0030598000157624483,0.004072200041264296,0.02216340007726103,19968,0.024638976000000003,0.0027711999136954546,8,8,0,0,0,0,0,1.0,False,4,0.9197290983896701
