strategy,mean_decode_latency,p95_decode_latency,mean_barrier_latency,p95_barrier_latency,final_loss,total_decode_wall_clock,total_barrier_wall_clock,decode_success_rate,mean_scheduler_seconds,mean_decode_cpu_seconds,mean_worker_compute_cpu_seconds,mean_extra_compute,mean_selected_rows,mean_completed_rows,mean_cancelled_rows,second_layer_rate,decode_latency_improvement_vs_sparse_flexible,p95_decode_latency_improvement_vs_sparse_flexible,barrier_latency_improvement_vs_sparse_flexible,mean_dispatch_seconds,mean_cancel_seconds,mean_network_response_mb,mean_network_response_sleep_seconds,mean_worker_errors,mean_worker_recoveries,mean_reissued_rows
original_sfcl_static,0.034902200000942685,0.061392399988835666,0.06591896251484286,0.0978127600334119,0.018544168693188957,0.2792176000075415,0.5273517001187429,1.0,0.00042294997547287494,0.0010602125112200156,0.014953187521314248,2.590587797619048,9.5,21.25,10.75,0.875,0.0,0.0,0.0,0.005558337492402643,0.02996609998808708,0.05304,0.06544727999999998,0.0,0.0,0.0
rltune_style_selector,0.03345141251338646,0.04109620495582931,0.052514600014546886,0.06627438997966237,0.018544168693188957,0.26761130010709167,0.4201168001163751,1.0,0.005708999990019947,0.0008738875185372308,0.003949274992919527,1.0,8.0,9.0,0.0,0.0,0.04156722176587842,0.3305978433274683,0.20334607810730845,0.005110074984258972,0.018794912510202266,0.022464,0.027718848,0.0,0.0,0.0
sailor_style_heterogeneity_aware,0.028345250015263446,0.038148949987953526,0.052063050025026314,0.05788480501505546,0.018544168693188957,0.22676200012210757,0.4165044002002105,1.0,0.0024513249954907224,0.0010265249584335834,0.0034571875439723954,1.0,8.0,8.0,0.0,0.0,0.18786638050043092,0.3786046807928833,0.21019615541880887,0.0052887000201735646,0.023436537478119135,0.019968,0.024638976000000003,0.0,0.0,0.0
guarded_system_portfolio,0.03194487499422394,0.03810444000409916,0.057545775023754686,0.07606137502007186,0.018544168693188957,0.2555589999537915,0.4603662001900375,1.0,0.0026050749875139445,0.0007022999925538898,0.003210762602975592,1.0,8.0,8.0,0.0,0.0,0.08473176495002814,0.37932968883724155,0.12702244045790007,0.004569900018395856,0.025394562486326322,0.019968,0.024638976000000003,0.0,0.0,0.0
online_counter_guard_deadline_aware_sparse_flexible,0.02994103748642374,0.03276426502270624,0.054213399984291755,0.06110125499544665,0.018544168693188957,0.2395282998913899,0.43370719987433404,1.0,0.0009702374809421599,0.0005114624655107036,0.00843122489459347,2.682035900297619,9.875,20.125,11.875,0.625,0.14214469329683943,0.4663139895383714,0.1775750418995958,0.004018887542770244,0.02364498750830535,0.050232,0.06198242399999999,0.0,0.0,0.0
