iteration,strategy,config,dataset,scenario,alignment_mode,density,n_workers,n_shards,n_samples,n_features,decode_latency,barrier_latency,decode_wall_clock,barrier_wall_clock,loss,decode_success,decode_residual,decode_cpu_seconds,scheduler_seconds,dispatch_seconds,cancel_seconds,network_response_bytes,network_response_sleep_seconds,worker_compute_cpu_seconds,selected_rows,completed_rows,cancelled_rows,rows_after_decode,worker_errors,worker_recoveries,reissued_rows,extra_compute,second_layer_used,slow_workers,mean_worker_speed
0,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.030680100084282458,0.046151200076565146,0.030680100084282458,0.046151200076565146,0.018853620223686838,True,9.20548301573787e-16,0.0006653000600636005,0.0014137999387457967,0.000811800011433661,0.015218099928461015,29952,0.0,0.006629299721680582,8,12,4,4,0,0,0,2.4992559523809526,True,2,0.8990476409655979
1,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.011037399992346764,0.0308843000093475,0.04171750007662922,0.07703550008591264,0.018808927928652585,True,1.289365242278177e-15,0.0007823997875675559,4.12999652326107e-05,0.0008078999817371368,0.0196577999740839,22464,0.0,0.0045729001285508275,7,9,7,2,0,0,0,1.8761160714285718,True,2,0.9533574674502256
2,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.015579200000502169,0.045934900059364736,0.05729670007713139,0.12297040014527738,0.018764398354303866,True,1.6184142622847343e-15,0.0008002999238669872,5.7299970649182796e-05,0.0006453999085351825,0.030080200056545436,27456,0.0,0.00708970008417964,8,11,5,3,0,0,0,2.361979166666667,True,2,0.9345623833931247
3,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.018083499977365136,0.024874299997463822,0.07538020005449653,0.1478447001427412,0.018720030852201936,True,7.977012308035776e-16,0.0012948998482897878,6.049999501556158e-05,0.0008201999589800835,0.005505899898707867,29952,0.0,0.005887900246307254,10,12,4,2,0,0,0,2.993489583333333,True,2,0.9672512719997055
4,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.051896699937060475,0.05925379996187985,0.127276899991557,0.20709850010462105,0.018675824776649634,True,6.77599954797753e-16,0.0014854999026283622,3.1899893656373024e-05,0.0005935999797657132,0.005490700015798211,27456,0.0,0.00554890010971576,11,11,5,0,0,0,0,3.2451636904761907,True,4,0.6332566939201522
5,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.034776999964378774,0.056319299968890846,0.16205389995593578,0.2634178000735119,0.018631779484679274,True,5.119079330828004e-15,0.0007787001086398959,5.209993105381727e-05,0.0004981999518349767,0.021387499989941716,22464,0.0,0.0051871000323444605,8,9,7,1,0,0,0,2.4992559523809526,True,4,0.6539264172942525
6,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.03720470005646348,0.06082490005064756,0.19925860001239926,0.32424270012415946,0.018587894336040637,True,7.631521572941401e-16,0.0005300001939758658,4.850002005696297e-05,0.0005049998871982098,0.023420399986207485,19968,0.0,0.003782999934628606,7,8,8,1,0,0,0,2.1331845238095237,True,4,0.5961427292408626
7,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.016815899987705052,0.02442569995764643,0.2160745000001043,0.3486684000818059,0.018544168693188957,True,9.12985476297841e-16,0.0008784000528976321,5.8299978263676167e-05,0.0009192000143229961,0.005087300087325275,17472,0.0,0.0033759998623281717,7,7,9,0,0,0,0,2.1322544642857144,True,4,0.5693874630569196
0,rltune_style_selector,rltune-style-speed:speed-aware-identity:pred_barrier=0.0109:pred_prefix=8,synthetic,phase,none,0.014,8,8,1600,240,0.01418350008316338,0.03621970000676811,0.01418350008316338,0.03621970000676811,0.018853620223686838,True,0.0,0.0011572999646887183,0.0025673999916762114,0.0005634999834001064,0.02188030001707375,19968,0.0,0.0025818999856710434,8,8,0,0,0,0,0,1.0,False,2,0.8990476409655979
1,rltune_style_selector,rltune-style-original:balanced_d2_d3:pred_barrier=0.0226:pred_prefix=7,synthetic,phase,none,0.014,8,8,1600,240,0.025919399922713637,0.04140029998961836,0.04010290000587702,0.07761999999638647,0.018808927928652585,True,1.5428705102057733e-15,0.0005235000280663371,0.003319400013424456,0.000664199935272336,0.015300900093279779,32448,0.0,0.006925900233909488,8,13,3,5,0,0,0,2.389322916666667,True,2,0.9533574674502256
