iteration,strategy,config,dataset,scenario,alignment_mode,density,n_workers,n_shards,n_samples,n_features,decode_latency,barrier_latency,decode_wall_clock,barrier_wall_clock,loss,decode_success,decode_residual,decode_cpu_seconds,scheduler_seconds,dispatch_seconds,cancel_seconds,network_response_bytes,network_response_sleep_seconds,worker_compute_cpu_seconds,selected_rows,completed_rows,cancelled_rows,rows_after_decode,worker_errors,worker_recoveries,reissued_rows,extra_compute,second_layer_used,slow_workers,mean_worker_speed
0,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.02569389995187521,0.04890219995286316,0.02569389995187521,0.04890219995286316,0.016582776342512883,True,1.167055121521967e-15,0.001238000113517046,0.0037544999504461884,0.0045825999695807695,0.0209229999454692,64896,0.08007667199999997,0.02284340001642704,10,26,6,16,0,0,0,2.7526041666666665,True,4,0.8982800019714654
1,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.030470300000160933,0.07202039996627718,0.05616419995203614,0.12092259991914034,0.016545239494201468,True,1.361438569483866e-15,0.0012573999119922519,5.609996151179075e-05,0.008743699989281595,0.04100450000260025,72384,0.08931628799999997,0.025826900266110897,9,29,3,20,0,0,0,2.501488095238096,True,4,0.8940898713623944
2,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.027176100062206388,0.05777980003040284,0.08334030001424253,0.17870239994954318,0.016507828285220807,True,7.570711667007543e-16,0.0015471000224351883,6.889994256198406e-05,0.004463099990971386,0.027270000078715384,72384,0.08931628799999997,0.023278999608010054,10,29,3,19,0,0,0,2.614025297619048,True,4,0.8763732609302938
3,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.03505359997507185,0.07743289996869862,0.11839389998931438,0.2561352999182418,0.016470542260298465,True,1.132889983599314e-15,0.0008271998958662152,7.730000652372837e-05,0.009058800060302019,0.041817600023932755,67392,0.08315654399999997,0.02258829993661493,8,27,5,19,0,0,0,2.380208333333333,True,4,0.8865481248347843
4,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.03368610003963113,0.05622300005052239,0.1520800000289455,0.3123582999687642,0.01643338096590869,True,1.373830901348303e-15,0.0007717000553384423,7.239996921271086e-05,0.006631899974308908,0.022108200006186962,37440,0.046198079999999996,0.011702799936756492,8,15,17,7,0,0,0,2.2548363095238093,True,7,0.6797633525153564
5,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.029339100001379848,0.05358390009496361,0.18141910003032535,0.3659422000637278,0.01639634395026544,True,1.0182930236715204e-15,0.0010676000965759158,8.810008876025677e-05,0.00477959995623678,0.023342999978922307,47424,0.058517567999999985,0.014045099844224751,9,19,13,10,0,0,0,2.364025297619048,True,7,0.5605592285502472
6,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.02949580003041774,0.05760519998148084,0.2109149000607431,0.42354740004520863,0.016359430763315412,True,4.388541835720876e-16,0.002072600182145834,6.0699996538460255e-05,0.005916800000704825,0.02692800003569573,44928,0.05543769599999999,0.012884799623861909,8,18,14,10,0,0,0,2.3794642857142856,True,7,0.701890357261739
7,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,16,8,1600,240,0.03350490005686879,0.06217889999970794,0.24441980011761189,0.48572630004491657,0.016322640956731117,True,7.611305586242616e-16,0.0008495000656694174,6.250001024454832e-05,0.004363700048997998,0.028208000003360212,42432,0.05235782399999999,0.012010500184260309,7,17,15,10,0,0,0,2.0171130952380953,True,7,0.7165129122684155
0,rltune_style_selector,rltune-style-spec:speculative-replicas:pred_barrier=0.0036:pred_prefix=8,synthetic,phase,none,0.014,16,8,1600,240,0.028441799920983613,0.0700136999366805,0.028441799920983613,0.0700136999366805,0.016582776342512883,True,2.3551386880256624e-16,0.0015530000673606992,0.006514100008644164,0.005478200037032366,0.04106040007900447,39936,0.04927795199999999,0.009682400384917855,13,16,0,3,0,0,0,1.6220238095238095,False,4,0.8982800019714654
1,rltune_style_selector,rltune-style-speed:speed-aware-identity:pred_barrier=0.0179:pred_prefix=8,synthetic,phase,none,0.014,16,8,1600,240,0.030864400090649724,0.051716100075282156,0.05930620001163334,0.12172980001196265,0.016545239494201468,True,0.0,0.0009509000228717923,0.006530700018629432,0.005864499951712787,0.020596200018189847,19968,0.024638976000000003,0.003621599986217916,8,8,0,0,0,0,0,1.0,False,4,0.8940898713623944
