iteration,strategy,config,dataset,scenario,alignment_mode,density,n_workers,n_shards,n_samples,n_features,decode_latency,barrier_latency,decode_wall_clock,barrier_wall_clock,loss,decode_success,decode_residual,decode_cpu_seconds,scheduler_seconds,dispatch_seconds,cancel_seconds,network_response_bytes,network_response_sleep_seconds,worker_compute_cpu_seconds,selected_rows,completed_rows,cancelled_rows,rows_after_decode,worker_errors,worker_recoveries,reissued_rows,extra_compute,second_layer_used,slow_workers,mean_worker_speed
0,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.03161010006442666,0.04691020003519952,0.03161010006442666,0.04691020003519952,0.016582776342512883,True,1.5857156540161842e-15,0.0005919999675825238,0.0008723000064492226,0.0004560999805107713,0.015131399966776371,37440,0.0,0.008009999757632613,9,15,1,6,0,0,0,2.6162574404761907,True,2,0.9821372883441148
1,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.015182600007392466,0.03046030004043132,0.04679270007181913,0.07737050007563084,0.016545239494201468,True,3.833084183753513e-15,0.000547899748198688,4.139996599406004e-05,0.0007115999469533563,0.015121000004000962,27456,0.0,0.004589200136251748,8,11,5,3,0,0,0,2.3746279761904763,True,2,0.9799668758674489
2,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.015176899963989854,0.030156199936755,0.06196960003580898,0.10752670001238585,0.016507828285220807,True,1.4026867188314003e-15,0.0007491998840123415,4.9699912779033184e-05,0.0005356000037863851,0.014813199988566339,29952,0.0,0.004526799777522683,7,12,4,5,0,0,0,1.9983258928571428,True,2,1.0635156192432635
3,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.012786899926140904,0.03435089997947216,0.07475649996194988,0.141877599991858,0.016470542260298465,True,3.5855219375669246e-15,0.0009593002032488585,2.619996666908264e-05,0.0003860999131575227,0.018621199997141957,32448,0.0,0.005161199835129082,9,13,3,4,0,0,0,2.617001488095238,True,2,1.0443966437843684
4,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.032020999933592975,0.05949249991681427,0.10677749989554286,0.20137009990867227,0.01643338096590869,True,1.5881428950725824e-15,0.0005525000160560012,3.0199997127056122e-05,0.0004018000327050686,0.027324600028805435,19968,0.0,0.0031097999308258295,8,8,8,0,0,0,0,2.5171130952380953,True,4,0.4325029683705892
5,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.023664699983783066,0.04895969992503524,0.13044219987932593,0.2503297998337075,0.01639634395026544,True,9.953383160477617e-16,0.0008502001874148846,3.3100019209086895e-05,0.0009593000868335366,0.022086499957367778,19968,0.0,0.0029091000324115157,8,8,8,0,0,0,0,2.4921875,True,4,0.5101210717440892
6,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.06672939995769411,0.07256829994730651,0.19717159983702004,0.322898099781014,0.016359430763315412,True,1.1957467920563633e-15,0.0006939000450074673,5.7699973694980145e-05,0.0006391999777406454,0.00450730009470135,24960,0.0,0.004326599882915616,9,10,6,1,0,0,0,2.7613467261904763,True,4,0.5565434336327622
7,original_sfcl_static,balanced_d2_d3,synthetic,phase,none,0.014,8,8,1600,240,0.1022005999693647,0.12847490003332496,0.29937219980638474,0.451372999814339,0.016322640956731117,True,7.152111528976948e-16,0.0017464002594351768,4.950002767145634e-05,0.00043000001460313797,0.02288920001592487,29952,0.0,0.005125500028952956,12,12,4,0,0,0,0,3.5037202380952377,True,4,0.5849588140412756
0,rltune_style_selector,rltune-style-speed:speed-aware-identity:pred_barrier=0.0102:pred_prefix=8,synthetic,phase,none,0.014,8,8,1600,240,0.017461200011894107,0.02233680000063032,0.017461200011894107,0.02233680000063032,0.016582776342512883,True,0.0,0.001126699848100543,0.0029748999513685703,0.0010763000464066863,0.004768399987369776,19968,0.0,0.002556400140747428,8,8,0,0,0,0,0,1.0,False,2,0.9821372883441148
1,rltune_style_selector,rltune-style-spec:speculative-replicas:pred_barrier=0.0122:pred_prefix=8,synthetic,phase,none,0.014,8,8,1600,240,0.013596099917776883,0.028871299931779504,0.03105729992967099,0.05120809993240982,0.016545239494201468,True,0.0,0.0009022001177072525,0.0026641000295057893,0.0003108000382781029,0.015119400108233094,19968,0.0,0.002227199962362647,8,8,0,0,0,0,0,1.0,False,2,0.9799668758674489
