seed,round,policy,predicted_ms,prefix_rows,gain_vs_static_pct,prefix_delta_vs_static
31,9,sampled-minset-512,68.79934408688204,11,-49.042950717295646,1
31,9,oracle-minset,10.223618560098544,7,77.85213947271146,-3
31,10,static,45.38953055747095,9,0.0,0
31,10,random,122.57142775274748,14,-170.04339160888873,5
31,10,cost-only,45.45218410251871,9,-0.13803523472980087,0
31,10,rho,114.05485310018175,13,-151.28008970211465,4
31,10,rho*C,114.05485310018175,13,-151.28008970211465,4
31,10,rho/C,114.05485310018175,13,-151.28008970211465,4
31,10,sampled-minset-128,50.86080266504757,10,-12.054039864212848,1
31,10,sampled-minset-512,64.81254912846165,11,-42.79184722212059,2
31,10,oracle-minset,10.223618560098544,7,77.47582221156993,-2
31,11,static,116.6100673992488,14,0.0,0
31,11,random,12.725602240547902,8,89.0870466638373,-6
31,11,cost-only,46.231494133092866,9,60.353771193008775,-5
31,11,rho,116.02436101658972,13,0.5022777155712915,-1
31,11,rho*C,116.02436101658972,13,0.5022777155712915,-1
31,11,rho/C,116.02436101658972,13,0.5022777155712915,-1
31,11,sampled-minset-128,47.88012248829823,10,58.9399752901552,-4
31,11,sampled-minset-512,56.63285000310141,11,51.43399599521521,-3
31,11,oracle-minset,12.218012393523566,7,89.52233484979337,-7
43,0,static,13.986896502112884,11,0.0,0
43,0,random,28.784512968060806,15,-105.79628199659996,4
43,0,cost-only,13.986896502112884,11,0.0,0
43,0,rho,12.035118004063344,9,13.954335743849262,-2
43,0,rho*C,12.035118004063344,9,13.954335743849262,-2
43,0,rho/C,12.035118004063344,9,13.954335743849262,-2
43,0,sampled-minset-128,11.921646060595451,8,14.765608948385747,-3
43,0,sampled-minset-512,11.875548083561622,8,15.095188687728676,-3
43,0,oracle-minset,11.921646060595451,8,14.765608948385747,-3
43,1,static,13.937857203100954,11,0.0,0
43,1,random,13.937857203100954,11,0.0,0
43,1,cost-only,13.905983985362903,11,0.22868090319479115,0
43,1,rho,13.81465870101108,10,0.883912787271668,-1
43,1,rho*C,13.81465870101108,10,0.883912787271668,-1
43,1,rho/C,13.81465870101108,10,0.883912787271668,-1
43,1,sampled-minset-128,11.271929712237235,8,19.12724066559236,-3
43,1,sampled-minset-512,11.228344023284505,8,19.439955083006776,-3
43,1,oracle-minset,11.271929712237235,8,19.12724066559236,-3
43,2,static,13.937857203100954,11,0.0,0
43,2,random,11.278635202845345,8,19.079130755220923,-3
43,2,cost-only,13.806445467538426,11,0.9428403064230844,0
43,2,rho,13.81465870101108,11,0.883912787271668,0
43,2,rho*C,13.81465870101108,11,0.883912787271668,0
43,2,rho/C,13.81465870101108,11,0.883912787271668,0
43,2,sampled-minset-128,11.271929712237235,8,19.12724066559236,-3
43,2,sampled-minset-512,11.228344023284505,8,19.439955083006776,-3
43,2,oracle-minset,11.271929712237235,8,19.12724066559236,-3
43,3,static,13.937857203100954,10,0.0,0
43,3,random,11.124408918858759,9,20.185658693764257,-1
43,3,cost-only,13.806445467538426,10,0.9428403064230844,0
43,3,rho,13.81465870101108,10,0.883912787271668,0
43,3,rho*C,13.81465870101108,10,0.883912787271668,0
43,3,rho/C,13.81465870101108,10,0.883912787271668,0
43,3,sampled-minset-128,9.778723600539617,8,29.84055254659945,-2
43,3,sampled-minset-512,10.073707721219543,8,27.72412879234907,-2
43,3,oracle-minset,10.073707721219543,8,27.72412879234907,-2
43,4,static,10.825444544465567,8,0.0,0
43,4,random,10.63367930493163,7,1.7714306211284088,-1
43,4,cost-only,61.41021531752869,10,-467.2766145102488,2
43,4,rho,60.8663257784704,10,-462.25243710280597,2
43,4,rho*C,60.8663257784704,10,-462.25243710280597,2
43,4,rho/C,60.8663257784704,10,-462.25243710280597,2
43,4,sampled-minset-128,42.14148695149975,9,-289.28181451028075,1
43,4,sampled-minset-512,41.25545856811005,9,-281.0971309183014,1
43,4,oracle-minset,41.067513153451635,9,-279.3609859139421,1
43,5,static,33.558185525651545,9,0.0,0
43,5,random,13.8217702040965,8,58.812522227903905,-1
43,5,cost-only,40.72025785816208,10,-21.342251436794502,1
