external_mode,strategy,mean_extra_compute,mean_dispatch_ms,mean_cancel_ms,mean_rows_after_decode,mean_selected_rows,mean_completed_rows,regression_count,regression_cases,method,source,artifact,uses_first_decode_features,notes
tcp,original_sfcl_static,2.514007083953373,0.6545994771537215,18.873543228740598,12.286458333333334,9.0625,21.348958333333332,0,24,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
tcp,rltune_style_selector,1.2182268415178572,0.8578140659664703,21.952972401171138,1.7708333333333333,8.828125,10.598958333333334,16,24,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
tcp,sailor_style_heterogeneity_aware,1.0,0.8157677051106271,21.07998437713827,0.0,8.0,8.0,15,24,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
tcp,guarded_system_portfolio,1.3889227973090277,0.7923036470552782,21.979441669221412,0.5416666666666666,7.979166666666667,8.520833333333334,9,24,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
tcp,online_counter_guard_deadline_aware_sparse_flexible,2.48004150390625,0.6734333304241579,21.144223962134323,12.411458333333334,8.911458333333334,21.322916666666668,13,24,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
